entry_id,line_no,posting_date,effective_date,account_code,account_name,account_type,cost_centre,user_id,entry_type,narration,debit,credit,approval_status,approver_id
JE1005720,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-400,U017,Manual,Contract staff billing,0.0,337355.35,Not required,
JE1006039,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-200,U018,Manual,Sales invoice raised,275999.51,0.0,Not required,
JE1006039,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-200,U018,Manual,Sales invoice raised,0.0,275999.51,Not required,
JE1006243,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-100,SYS-BATCH,System,Customer receipt,870466.23,0.0,Approved,A002
JE1006243,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Customer receipt,0.0,870466.23,Approved,A002
JE1006859,1,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,SYS-BATCH,System,Supplier payment,239171.11,0.0,Not required,
JE1006859,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,SYS-BATCH,System,Supplier payment,0.0,239171.11,Not required,
JE1007177,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,SYS-BATCH,System,Sales invoice raised,279014.36,0.0,Not required,
JE1007177,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-400,SYS-BATCH,System,Sales invoice raised,0.0,279014.36,Not required,
JE1007190,1,2025-04-01,2025-04-01,5330,Travel and conveyance,Expense,CC-500,SYS-BATCH,System,Travel reimbursement,55375.49,0.0,Not required,
JE1007190,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-500,SYS-BATCH,System,Travel reimbursement,0.0,55375.49,Not required,
JE1007889,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-300,U006,Manual,Service invoice raised,83471.94,0.0,Not required,
JE1007889,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-300,U006,Manual,Service invoice raised,0.0,83471.94,Not required,
JE1007960,1,2025-04-01,2025-04-01,5370,Communication expense,Expense,CC-300,SYS-BATCH,System,Telephone and internet,45532.29,0.0,Not required,
JE1007960,2,2025-04-01,2025-04-01,2110,Accrued expenses,Liability,CC-300,SYS-BATCH,System,Telephone and internet,0.0,45532.29,Not required,
JE1008557,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-100,SYS-BATCH,System,Customer receipt,548705.81,0.0,Approved,A001
JE1008557,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Customer receipt,0.0,548705.81,Approved,A001
JE1008752,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-500,SYS-BATCH,System,Sales invoice raised,226513.88,0.0,Not required,
JE1008752,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-500,SYS-BATCH,System,Sales invoice raised,0.0,226513.88,Not required,
JE1008879,1,2025-04-01,2025-04-01,5330,Travel and conveyance,Expense,CC-500,SYS-BATCH,System,Travel reimbursement,89883.72,0.0,Not required,
JE1008879,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-500,SYS-BATCH,System,Travel reimbursement,0.0,89883.72,Not required,
JE1009904,1,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,SYS-BATCH,System,Supplier payment,683130.76,0.0,Approved,A003
JE1009904,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,SYS-BATCH,System,Supplier payment,0.0,683130.76,Approved,A003
JE1010495,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Sales invoice raised,696703.24,0.0,Approved,A003
JE1010495,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-100,SYS-BATCH,System,Sales invoice raised,0.0,696703.24,Approved,A003
JE1010831,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-200,SYS-BATCH,System,Sales invoice raised,64620.15,0.0,Not required,
JE1010831,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-200,SYS-BATCH,System,Sales invoice raised,0.0,64620.15,Not required,
JE1010849,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Sales invoice raised,705556.5,0.0,Approved,A002
JE1010849,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-100,SYS-BATCH,System,Sales invoice raised,0.0,705556.5,Approved,A002
JE1010852,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,SYS-BATCH,System,Sales invoice raised,899305.25,0.0,Approved,A001
JE1010852,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-400,SYS-BATCH,System,Sales invoice raised,0.0,899305.25,Approved,A001
JE1010882,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,SYS-BATCH,System,Sales invoice raised,151611.15,0.0,Not required,
JE1010882,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-600,SYS-BATCH,System,Sales invoice raised,0.0,151611.15,Not required,
JE1010966,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,U019,Manual,Sales invoice raised,171933.95,0.0,Not required,
JE1010966,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-600,U019,Manual,Sales invoice raised,0.0,171933.95,Not required,
JE1011124,1,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-500,SYS-BATCH,System,Supplier payment,579099.74,0.0,Approved,A001
JE1011124,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-500,SYS-BATCH,System,Supplier payment,0.0,579099.74,Approved,A001
JE1011473,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-500,SYS-BATCH,System,Customer receipt,703502.04,0.0,Approved,A002
JE1011473,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-500,SYS-BATCH,System,Customer receipt,0.0,703502.04,Approved,A002
JE1011776,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-400,SYS-BATCH,System,Purchase of raw material,688628.94,0.0,Approved,A003
JE1011776,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-400,SYS-BATCH,System,Purchase of raw material,0.0,688628.94,Approved,A003
JE1012100,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-500,SYS-BATCH,System,Customer receipt,576241.69,0.0,Approved,A003
JE1012100,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-500,SYS-BATCH,System,Customer receipt,0.0,576241.69,Approved,A003
JE1012366,1,2025-04-01,2025-04-01,5350,Advertisement and marketing,Expense,CC-300,SYS-BATCH,System,Marketing spend,61851.72,0.0,Not required,
JE1012366,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-300,SYS-BATCH,System,Marketing spend,0.0,61851.72,Not required,
JE1012885,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,U008,Manual,Sales invoice raised,564240.78,0.0,Approved,A003
JE1012885,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-400,U008,Manual,Sales invoice raised,0.0,564240.78,Approved,A003
JE1013103,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,U013,Manual,Customer receipt,407989.28,0.0,Not required,
JE1013103,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,U013,Manual,Customer receipt,0.0,407989.28,Not required,
JE1013141,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-400,SYS-BATCH,System,Bank interest credited,74049.27,0.0,Not required,
JE1013141,2,2025-04-01,2025-04-01,4300,Interest income,Income,CC-400,SYS-BATCH,System,Bank interest credited,0.0,74049.27,Not required,
JE1013210,1,2025-04-01,2025-04-01,5380,Printing and stationery,Expense,CC-100,SYS-BATCH,System,Stationery purchase,11363.15,0.0,Not required,
JE1013210,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-100,SYS-BATCH,System,Stationery purchase,0.0,11363.15,Not required,
JE1013643,1,2025-04-01,2025-04-01,1410,Advance to suppliers,Asset,CC-400,SYS-BATCH,System,Advance to supplier,138562.69,0.0,Not required,
JE1013643,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-400,SYS-BATCH,System,Advance to supplier,0.0,138562.69,Not required,
JE1013767,1,2025-04-01,2025-04-01,5200,Employee benefit expense,Expense,CC-600,SYS-BATCH,System,Payroll for the month,1540200.72,0.0,Approved,A003
JE1013767,2,2025-04-01,2025-04-01,2120,Provision for employee benefits,Liability,CC-600,SYS-BATCH,System,Payroll for the month,0.0,1540200.72,Approved,A003
JE1014451,1,2025-04-01,2025-04-01,5380,Printing and stationery,Expense,CC-600,SYS-BATCH,System,Stationery purchase,14070.01,0.0,Not required,
JE1014451,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,SYS-BATCH,System,Stationery purchase,0.0,14070.01,Not required,
JE1015039,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,U012,Manual,GST output booked,111273.26,0.0,Not required,
JE1015039,2,2025-04-01,2025-04-01,2200,Output GST payable,Liability,CC-400,U012,Manual,GST output booked,0.0,111273.26,Not required,
JE1015147,1,2025-04-01,2025-04-01,1600,Input GST receivable,Asset,CC-300,SYS-BATCH,System,GST input booked,6804.94,0.0,Not required,
JE1015147,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-300,SYS-BATCH,System,GST input booked,0.0,6804.94,Not required,
JE1015278,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,SYS-BATCH,System,Customer receipt,755180.67,0.0,Approved,A001
JE1015278,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,SYS-BATCH,System,Customer receipt,0.0,755180.67,Approved,A001
JE1015630,1,2025-04-01,2025-04-01,5400,Depreciation and amortisation,Expense,CC-500,U007,Manual,Depreciation charge,1089283.9,0.0,Approved,A002
JE1015630,2,2025-04-01,2025-04-01,1510,Accumulated depreciation,Asset,CC-500,U007,Manual,Depreciation charge,0.0,1089283.9,Approved,A002
JE1015816,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-600,SYS-BATCH,System,Purchase of raw material,183923.45,0.0,Not required,
JE1015816,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,SYS-BATCH,System,Purchase of raw material,0.0,183923.45,Not required,
JE1015855,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-200,SYS-BATCH,System,Sales invoice raised,290932.07,0.0,Not required,
JE1015855,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-200,SYS-BATCH,System,Sales invoice raised,0.0,290932.07,Not required,
JE1015943,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Sales invoice raised,778449.71,0.0,Approved,A003
JE1015943,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-100,SYS-BATCH,System,Sales invoice raised,0.0,778449.71,Approved,A003
JE1016599,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-200,SYS-BATCH,System,Sales invoice raised,729516.68,0.0,Approved,A003
JE1016599,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-200,SYS-BATCH,System,Sales invoice raised,0.0,729516.68,Approved,A003
JE1016775,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-300,SYS-BATCH,System,Purchase of raw material,336529.05,0.0,Not required,
JE1016775,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-300,SYS-BATCH,System,Purchase of raw material,0.0,336529.05,Not required,
JE1016820,1,2025-04-01,2025-04-01,1600,Input GST receivable,Asset,CC-300,SYS-BATCH,System,GST input booked,43995.82,0.0,Not required,
JE1016820,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-300,SYS-BATCH,System,GST input booked,0.0,43995.82,Not required,
JE1016852,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,SYS-BATCH,System,Service invoice raised,452368.95,0.0,Not required,
JE1016852,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-600,SYS-BATCH,System,Service invoice raised,0.0,452368.95,Not required,
JE1017467,1,2025-04-01,2025-04-01,5330,Travel and conveyance,Expense,CC-300,SYS-BATCH,System,Travel reimbursement,18841.43,0.0,Not required,
JE1017467,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-300,SYS-BATCH,System,Travel reimbursement,0.0,18841.43,Not required,
JE1017851,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,SYS-BATCH,System,Service invoice raised,368153.58,0.0,Not required,
JE1017851,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-600,SYS-BATCH,System,Service invoice raised,0.0,368153.58,Not required,
JE1017893,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-600,SYS-BATCH,System,Purchase of raw material,349289.05,0.0,Not required,
JE1017893,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,SYS-BATCH,System,Purchase of raw material,0.0,349289.05,Not required,
JE1018080,1,2025-04-01,2025-04-01,5320,Repairs and maintenance,Expense,CC-400,SYS-BATCH,System,Repairs and upkeep,138414.12,0.0,Not required,
JE1018080,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-400,SYS-BATCH,System,Repairs and upkeep,0.0,138414.12,Not required,
JE1018724,1,2025-04-01,2025-04-01,1410,Advance to suppliers,Asset,CC-200,SYS-BATCH,System,Advance to supplier,58049.69,0.0,Not required,
JE1018724,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-200,SYS-BATCH,System,Advance to supplier,0.0,58049.69,Not required,
JE1019092,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Service invoice raised,79798.12,0.0,Not required,
JE1019092,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-100,SYS-BATCH,System,Service invoice raised,0.0,79798.12,Not required,
JE1019203,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-500,SYS-BATCH,System,Sales invoice raised,664541.91,0.0,Approved,A003
JE1019203,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-500,SYS-BATCH,System,Sales invoice raised,0.0,664541.91,Approved,A003
JE1020491,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-500,SYS-BATCH,System,Customer receipt,399664.58,0.0,Not required,
JE1020491,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-500,SYS-BATCH,System,Customer receipt,0.0,399664.58,Not required,
JE1020621,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,U008,Manual,Service invoice raised,237585.36,0.0,Not required,
JE1020621,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-400,U008,Manual,Service invoice raised,0.0,237585.36,Not required,
JE1020832,1,2025-04-01,2025-04-01,5370,Communication expense,Expense,CC-200,SYS-BATCH,System,Telephone and internet,38386.47,0.0,Not required,
JE1020832,2,2025-04-01,2025-04-01,2110,Accrued expenses,Liability,CC-200,SYS-BATCH,System,Telephone and internet,0.0,38386.47,Not required,
JE1021807,1,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,SYS-BATCH,System,Supplier payment,520875.53,0.0,Approved,A001
JE1021807,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,SYS-BATCH,System,Supplier payment,0.0,520875.53,Approved,A001
JE1021971,1,2025-04-01,2025-04-01,1410,Advance to suppliers,Asset,CC-300,SYS-BATCH,System,Advance to supplier,39415.48,0.0,Not required,
JE1021971,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-300,SYS-BATCH,System,Advance to supplier,0.0,39415.48,Not required,
JE1022078,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-300,SYS-BATCH,System,GST output booked,88695.5,0.0,Not required,
JE1022078,2,2025-04-01,2025-04-01,2200,Output GST payable,Liability,CC-300,SYS-BATCH,System,GST output booked,0.0,88695.5,Not required,
JE1022340,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,SYS-BATCH,System,Sales invoice raised,799057.39,0.0,Approved,A002
JE1022340,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-400,SYS-BATCH,System,Sales invoice raised,0.0,799057.39,Approved,A002
JE1022786,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,SYS-BATCH,System,Customer receipt,202117.61,0.0,Not required,
JE1022786,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,SYS-BATCH,System,Customer receipt,0.0,202117.61,Not required,
JE1023244,1,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-100,SYS-BATCH,System,Supplier payment,567565.91,0.0,Approved,A001
JE1023244,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-100,SYS-BATCH,System,Supplier payment,0.0,567565.91,Approved,A001
JE1023754,1,2025-04-01,2025-04-01,5330,Travel and conveyance,Expense,CC-600,SYS-BATCH,System,Travel reimbursement,81130.29,0.0,Not required,
JE1023754,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,SYS-BATCH,System,Travel reimbursement,0.0,81130.29,Not required,
JE1023830,1,2025-04-01,2025-04-01,5380,Printing and stationery,Expense,CC-400,SYS-BATCH,System,Stationery purchase,22692.63,0.0,Not required,
JE1023830,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-400,SYS-BATCH,System,Stationery purchase,0.0,22692.63,Not required,
JE1023912,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-500,U019,Manual,Purchase of raw material,400791.35,0.0,Not required,
JE1023912,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-500,U019,Manual,Purchase of raw material,0.0,400791.35,Not required,
JE1024012,1,2025-04-01,2025-04-01,5200,Employee benefit expense,Expense,CC-100,SYS-BATCH,System,Payroll for the month,2114925.4,0.0,Approved,A003
JE1024012,2,2025-04-01,2025-04-01,2120,Provision for employee benefits,Liability,CC-100,SYS-BATCH,System,Payroll for the month,0.0,2114925.4,Approved,A003
JE1024188,1,2025-04-01,2025-04-01,5500,Finance cost,Expense,CC-600,SYS-BATCH,System,Interest on borrowings,490055.1,0.0,Not required,
JE1024188,2,2025-04-01,2025-04-01,2310,Interest accrued but not due,Liability,CC-600,SYS-BATCH,System,Interest on borrowings,0.0,490055.1,Not required,
JE1024340,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,SYS-BATCH,System,Customer receipt,508900.21,0.0,Approved,A001
JE1024340,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,SYS-BATCH,System,Customer receipt,0.0,508900.21,Approved,A001
JE1024811,1,2025-04-01,2025-04-01,5500,Finance cost,Expense,CC-100,SYS-BATCH,System,Interest on borrowings,430919.56,0.0,Not required,
JE1024811,2,2025-04-01,2025-04-01,2310,Interest accrued but not due,Liability,CC-100,SYS-BATCH,System,Interest on borrowings,0.0,430919.56,Not required,
JE1024898,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-100,U009,Manual,Purchase of raw material,602882.74,0.0,Approved,A001
JE1024898,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-100,U009,Manual,Purchase of raw material,0.0,602882.74,Approved,A001
JE1025020,1,2025-04-01,2025-04-01,5370,Communication expense,Expense,CC-500,SYS-BATCH,System,Telephone and internet,7003.28,0.0,Not required,
JE1025020,2,2025-04-01,2025-04-01,2110,Accrued expenses,Liability,CC-500,SYS-BATCH,System,Telephone and internet,0.0,7003.28,Not required,
JE1025077,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-500,SYS-BATCH,System,Purchase of raw material,583635.83,0.0,Approved,A001
JE1025077,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-500,SYS-BATCH,System,Purchase of raw material,0.0,583635.83,Approved,A001
JE1025284,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-200,SYS-BATCH,System,Service invoice raised,429060.69,0.0,Not required,
JE1025284,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-200,SYS-BATCH,System,Service invoice raised,0.0,429060.69,Not required,
JE1025300,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-600,SYS-BATCH,System,Purchase of raw material,656823.12,0.0,Approved,A003
JE1025300,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,SYS-BATCH,System,Purchase of raw material,0.0,656823.12,Approved,A003
JE1025715,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-200,U002,Manual,Service invoice raised,64272.01,0.0,Not required,
JE1025715,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-200,U002,Manual,Service invoice raised,0.0,64272.01,Not required,
JE1026003,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-200,U016,Manual,Purchase of raw material,573130.02,0.0,Approved,A003
